id,is_humor,humor_rating,humor_mechanism,humor_target
tweet30838,0,0.0,analogy,
tweet30839,0,0.0,,
tweet30840,1,1.7582477,,
tweet30841,0,0.0,stereotype,
tweet30842,1,2.021048,,
tweet30843,1,2.204124,reference,
tweet30844,1,2.0096364,,health
tweet30845,0,0.0,,
tweet30846,0,0.0,,
tweet30847,0,0.0,,
tweet30848,0,0.0,,
tweet30849,0,0.0,,
tweet30850,0,0.0,,
tweet30851,1,2.2265673,wordplay,
tweet30852,1,2.1887212,analogy,
tweet30853,1,2.011386,,
tweet30854,0,0.0,reference,
tweet30855,1,1.7587622,,self-deprecating
tweet30856,0,0.0,,
tweet30857,0,0.0,,
tweet30858,0,0.0,,
tweet30859,0,0.0,,
tweet30860,1,2.183916,wordplay,
tweet30861,0,0.0,,
tweet30862,0,0.0,,
tweet30863,0,0.0,,
tweet30864,1,2.1777956,wordplay,
tweet30865,0,0.0,,
tweet30866,1,2.2833126,absurd,professions
tweet30867,0,0.0,exaggeration,
tweet30868,0,0.0,,
tweet30869,1,2.329368,,
tweet30870,0,0.0,,
tweet30871,0,0.0,,
tweet30872,0,0.0,,
tweet30873,0,0.0,,
tweet30874,0,0.0,exaggeration,
tweet30875,0,0.0,,
tweet30876,1,2.009648,embarrassment,
tweet30877,0,0.0,,
tweet30878,0,0.0,,
tweet30879,0,0.0,,
tweet30880,1,2.3862267,parody,
tweet30881,0,0.0,,
tweet30882,0,0.0,,
tweet30883,1,2.2297065,unmasking,self-deprecating
tweet30884,0,0.0,,
tweet30885,1,1.7582278,wordplay,professions
tweet30886,0,0.0,,
tweet30887,0,0.0,,
tweet30888,0,0.0,,
tweet30889,1,2.0823343,wordplay,professions
tweet30890,1,1.969263,irony,family/relationships
tweet30891,0,0.0,irony,men
tweet30892,1,1.7522101,embarrassment,
tweet30893,1,2.00963,,professions
tweet30894,0,0.0,,
tweet30895,1,2.132249,analogy,
tweet30896,0,0.0,,self-deprecating
tweet30897,0,0.0,,
tweet30898,0,0.0,,
tweet30899,0,0.0,,
tweet30900,0,0.0,,
tweet30901,1,2.2265995,,
tweet30902,1,2.3991807,irony,substance use
tweet30903,1,2.0094097,analogy,
tweet30904,0,0.0,,
tweet30905,1,1.8842914,irony,
tweet30906,1,2.5382159,absurd,professions
tweet30907,0,0.0,,
tweet30908,1,2.134876,absurd,
tweet30909,1,2.227682,unmasking,
tweet30910,1,1.8511003,,women
tweet30911,0,0.0,,
tweet30912,0,0.0,,
tweet30913,0,0.0,,
tweet30914,1,2.1928937,misunderstanding,health
tweet30915,0,0.0,misunderstanding,family/relationships
tweet30916,0,0.0,,
tweet30917,1,2.1348615,wordplay,
tweet30918,0,0.0,,
tweet30919,0,0.0,,
tweet30920,1,2.4099872,,sexual aggressors
tweet30921,0,0.0,,
tweet30922,1,2.009749,,
tweet30923,0,0.0,,
tweet30924,1,2.4070623,,body shaming
tweet30925,0,0.0,,
tweet30926,1,2.3208055,misunderstanding,
tweet30927,1,2.3169901,absurd,
tweet30928,1,2.5401332,misunderstanding,
tweet30929,0,0.0,,
tweet30930,0,0.0,,
tweet30931,1,2.320579,exaggeration,
tweet30932,0,0.0,,
tweet30933,1,1.6819261,stereotype,women
tweet30934,1,2.1435752,absurd,
tweet30935,0,0.0,,social status
tweet30936,1,2.538202,absurd,professions
tweet30937,1,1.85732,,professions
tweet30938,1,2.2314308,parody,
tweet30939,1,1.7582251,,women
tweet30940,1,1.9688586,,
tweet30941,1,1.7582241,,
tweet30942,1,2.424309,wordplay,
tweet30943,1,2.0238829,,
tweet30944,1,2.2266066,insults,substance use
tweet30945,1,2.1387012,,professions
tweet30946,0,0.0,,
tweet30947,0,0.0,wordplay,
tweet30948,0,0.0,,
tweet30949,0,0.0,,
tweet30950,1,2.010024,embarrassment,
tweet30951,0,0.0,,
tweet30952,0,0.0,,
tweet30953,1,1.8817762,embarrassment,men
tweet30954,0,0.0,,
tweet30955,1,1.9746069,insults,
tweet30956,0,0.0,,
tweet30957,0,0.0,,
tweet30958,1,1.8610272,,
tweet30959,1,2.4560454,wordplay,
tweet30960,0,0.0,,
tweet30961,0,0.0,,
tweet30962,0,0.0,,
tweet30963,1,2.1342888,absurd,
tweet30964,0,0.0,,
tweet30965,1,2.40985,,
tweet30966,1,2.0649524,unmasking,
tweet30967,0,0.0,,
tweet30968,0,0.0,,
tweet30969,0,0.0,,
tweet30970,0,0.0,,
tweet30971,1,1.9672785,,
tweet30972,0,0.0,,
tweet30973,0,0.0,reference,
tweet30974,1,2.5898042,,
tweet30975,0,0.0,exaggeration,
tweet30976,0,0.0,,
tweet30977,0,0.0,,
tweet30978,0,0.0,,
tweet30979,0,0.0,absurd,
tweet30980,0,0.0,,
tweet30981,0,0.0,absurd,
tweet30982,1,2.22517,wordplay,
tweet30983,0,0.0,,
tweet30984,1,2.1372175,,
tweet30985,0,0.0,irony,
tweet30986,1,1.971875,,
tweet30987,0,0.0,irony,
tweet30988,0,0.0,,
tweet30989,1,2.1348617,misunderstanding,
tweet30990,1,2.2267392,wordplay,
tweet30991,1,1.973599,,
tweet30992,0,0.0,,
tweet30993,0,0.0,,
tweet30994,1,1.7582344,,
tweet30995,0,0.0,,professions
tweet30996,1,1.9855522,,professions
tweet30997,0,0.0,,
tweet30998,0,0.0,,
tweet30999,0,0.0,,
tweet31000,1,2.141984,absurd,
tweet31001,0,0.0,,
tweet31002,1,2.2440596,absurd,
tweet31003,0,0.0,exaggeration,
tweet31004,0,0.0,,
tweet31005,0,0.0,wordplay,
tweet31006,1,2.1349113,wordplay,
tweet31007,1,1.6084291,,
tweet31008,1,2.4051907,wordplay,
tweet31009,1,1.9628595,parody,
tweet31010,0,0.0,,
tweet31011,1,2.4099817,wordplay,men
tweet31012,1,1.7729665,parody,
tweet31013,0,0.0,,
tweet31014,0,0.0,,
tweet31015,1,2.1584656,misunderstanding,professions
tweet31016,0,0.0,,
tweet31017,1,2.3948865,irony,
tweet31018,1,2.0095298,,
tweet31019,0,0.0,exaggeration,technology
tweet31020,0,0.0,,
tweet31021,0,0.0,,
tweet31022,0,0.0,,
tweet31023,0,0.0,,
tweet31024,1,2.0112143,,self-deprecating
tweet31025,1,2.418745,wordplay,
tweet31026,1,1.9567019,unmasking,family/relationships
tweet31027,1,2.2239916,misunderstanding,
tweet31028,0,0.0,,
tweet31029,1,2.1349025,unmasking,
tweet31030,0,0.0,,
tweet31031,0,0.0,,
tweet31032,0,0.0,,
tweet31033,0,0.0,,
tweet31034,1,2.327912,irony,family/relationships
tweet31035,0,0.0,,
tweet31036,0,0.0,,
tweet31037,0,0.0,,
tweet31038,1,2.0084295,,
tweet31039,1,2.5065944,,
tweet31040,0,0.0,,
tweet31041,0,0.0,,
tweet31042,1,1.8555905,,
tweet31043,0,0.0,,
tweet31044,0,0.0,wordplay,
tweet31045,1,2.011713,,
tweet31046,1,1.7597728,,
tweet31047,1,2.2235198,wordplay,
tweet31048,1,1.9693547,wordplay,professions
tweet31049,1,2.0073287,wordplay,
tweet31050,1,2.5382254,wordplay,
tweet31051,0,0.0,,
tweet31052,1,1.972531,embarrassment,
tweet31053,1,2.5364208,absurd,
tweet31054,1,1.6813912,,
tweet31055,0,0.0,,
tweet31056,0,0.0,,
tweet31057,0,0.0,,
tweet31058,0,0.0,,
tweet31059,1,1.9811448,misunderstanding,
tweet31060,0,0.0,,
tweet31061,1,1.9694518,,
tweet31062,1,2.5338151,wordplay,
tweet31063,1,1.9619833,wordplay,professions
tweet31064,0,0.0,,
tweet31065,1,2.2629123,,age
tweet31066,1,1.7582399,,
tweet31067,0,0.0,,
tweet31068,1,2.2619734,reference,
tweet31069,1,2.4097245,wordplay,
tweet31070,0,0.0,,self-deprecating
tweet31071,1,1.6084452,,ethnicity/origin
tweet31072,0,0.0,analogy,men
tweet31073,1,2.2278268,absurd,
tweet31074,1,2.4266827,wordplay,
tweet31075,0,0.0,,
tweet31076,1,2.4099767,,self-deprecating
tweet31077,0,0.0,,
tweet31078,1,1.7582617,wordplay,
tweet31079,1,2.0407803,,
tweet31080,1,2.0072806,,
tweet31081,1,2.5370662,wordplay,
tweet31082,0,0.0,,
tweet31083,0,0.0,,
tweet31084,0,0.0,,
tweet31085,0,0.0,,
tweet31086,0,0.0,,
tweet31087,0,0.0,,social status
tweet31088,0,0.0,,
tweet31089,0,0.0,,
tweet31090,1,1.7582239,,
tweet31091,0,0.0,,professions
tweet31092,0,0.0,,
tweet31093,1,2.2263086,,
tweet31094,1,2.0087934,reference,
tweet31095,0,0.0,,
tweet31096,0,0.0,,
tweet31097,1,2.0221126,,professions
tweet31098,0,0.0,,
tweet31099,0,0.0,,
tweet31100,1,2.1347666,,
tweet31101,1,2.2262995,,
tweet31102,0,0.0,embarrassment,
tweet31103,0,0.0,,
tweet31104,1,2.2266183,,
tweet31105,1,2.4093015,,
tweet31106,1,2.2266147,wordplay,professions
tweet31107,1,2.0299263,absurd,
tweet31108,0,0.0,unmasking,
tweet31109,1,2.0097172,,
tweet31110,1,1.983796,insults,
tweet31111,1,2.134854,absurd,
tweet31112,1,2.4185483,,family/relationships
tweet31113,0,0.0,,
tweet31114,0,0.0,,
tweet31115,0,0.0,,
tweet31116,1,2.2266214,,professions
tweet31117,0,0.0,,
tweet31118,0,0.0,wordplay,
tweet31119,0,0.0,,lgbt
tweet31120,0,0.0,,
tweet31121,1,2.3200686,misunderstanding,professions
tweet31122,0,0.0,,
tweet31123,1,2.227256,analogy,men
tweet31124,0,0.0,,
tweet31125,1,2.1616824,embarrassment,
tweet31126,0,0.0,,
tweet31127,1,1.7596722,unmasking,lgbt
tweet31128,1,2.2265644,wordplay,
tweet31129,1,1.9670881,analogy,
tweet31130,0,0.0,,
tweet31131,1,2.136295,,
tweet31132,0,0.0,,
tweet31133,1,2.0053706,,
tweet31134,1,2.3198178,absurd,
tweet31135,0,0.0,,
tweet31136,0,0.0,,
tweet31137,1,1.7582195,,
tweet31138,1,2.2265902,misunderstanding,
tweet31139,0,0.0,,
tweet31140,0,0.0,absurd,
tweet31141,0,0.0,analogy,
tweet31142,0,0.0,,
tweet31143,1,2.134879,embarrassment,women
tweet31144,0,0.0,irony,self-deprecating
tweet31145,1,2.134842,irony,
tweet31146,1,2.4096694,misunderstanding,professions
tweet31147,0,0.0,,
tweet31148,0,0.0,,
tweet31149,0,0.0,,
tweet31150,1,2.006404,wordplay,
tweet31151,1,2.5382054,misunderstanding,
tweet31152,1,1.9995401,,
tweet31153,1,1.8621571,,
tweet31154,0,0.0,,
tweet31155,0,0.0,,
tweet31156,1,2.2265563,,
tweet31157,0,0.0,,
tweet31158,0,0.0,,
tweet31159,0,0.0,,lgbt
tweet31160,1,1.7582264,analogy,
tweet31161,0,0.0,,
tweet31162,1,2.409959,absurd,professions
tweet31163,1,1.9595088,exaggeration,
tweet31164,1,2.1176171,,
tweet31165,1,2.1597397,,
tweet31166,0,0.0,,
tweet31167,0,0.0,,
tweet31168,1,1.9665782,,
tweet31169,0,0.0,,
tweet31170,0,0.0,,
tweet31171,0,0.0,,
tweet31172,1,2.0049634,,lgbt
tweet31173,1,2.2266922,absurd,
tweet31174,0,0.0,,
tweet31175,0,0.0,,self-deprecating
tweet31176,0,0.0,,
tweet31177,0,0.0,,men
tweet31178,1,1.9882692,,professions
tweet31179,0,0.0,,
tweet31180,0,0.0,,
tweet31181,1,2.017279,misunderstanding,
tweet31182,0,0.0,,
tweet31183,0,0.0,,
tweet31184,0,0.0,,
tweet31185,0,0.0,,
tweet31186,0,0.0,,
tweet31187,0,0.0,,
tweet31188,1,1.9689323,,
tweet31189,1,1.9722856,wordplay,
tweet31190,0,0.0,exaggeration,
tweet31191,0,0.0,,
tweet31192,1,2.5911624,misunderstanding,professions
tweet31193,0,0.0,,
tweet31194,0,0.0,wordplay,
tweet31195,0,0.0,,
tweet31196,0,0.0,,
tweet31197,1,2.4099855,absurd,
tweet31198,1,2.3472042,,family/relationships
tweet31199,0,0.0,,
tweet31200,0,0.0,,
tweet31201,1,2.2214603,,
tweet31202,1,1.853894,,family/relationships
tweet31203,0,0.0,,
tweet31204,1,2.4099514,,technology
tweet31205,1,2.043432,reference,
tweet31206,1,2.134333,absurd,
tweet31207,0,0.0,,
tweet31208,0,0.0,,
tweet31209,1,2.126445,,
tweet31210,0,0.0,,
tweet31211,0,0.0,,
tweet31212,1,2.1348825,,
tweet31213,1,2.137512,misunderstanding,age
tweet31214,1,2.2265568,wordplay,
tweet31215,1,2.0093932,,
tweet31216,1,2.008945,,professions
tweet31217,1,1.9392495,,technology
tweet31218,1,2.5381942,misunderstanding,professions
tweet31219,0,0.0,,
tweet31220,0,0.0,,
tweet31221,0,0.0,,
tweet31222,0,0.0,,
tweet31223,0,0.0,,
tweet31224,1,1.8196573,,
tweet31225,1,2.4099746,,
tweet31226,1,2.2265959,irony,
tweet31227,0,0.0,,
tweet31228,0,0.0,,
tweet31229,0,0.0,,
tweet31230,0,0.0,,
tweet31231,1,2.0086637,absurd,substance use
tweet31232,1,1.9709245,,
tweet31233,0,0.0,,
tweet31234,0,0.0,,
tweet31235,0,0.0,,
tweet31236,0,0.0,,
tweet31237,0,0.0,,
tweet31238,0,0.0,,
tweet31239,0,0.0,,professions
tweet31240,0,0.0,unmasking,
tweet31241,1,2.0089192,wordplay,
tweet31242,0,0.0,,
tweet31243,1,2.181768,wordplay,
tweet31244,0,0.0,,self-deprecating
tweet31245,0,0.0,,
tweet31246,0,0.0,,
tweet31247,1,2.1349652,,
tweet31248,1,1.8565918,wordplay,professions
tweet31249,0,0.0,wordplay,professions
tweet31250,0,0.0,,
tweet31251,0,0.0,,
tweet31252,1,2.2262526,irony,professions
tweet31253,0,0.0,,
tweet31254,1,2.2282994,,
tweet31255,1,1.9673358,,
tweet31256,0,0.0,,
tweet31257,0,0.0,,
tweet31258,1,1.9682461,,
tweet31259,0,0.0,,
tweet31260,0,0.0,,
tweet31261,0,0.0,,age
tweet31262,1,2.456508,misunderstanding,
tweet31263,1,2.409975,wordplay,professions
tweet31264,1,2.0095882,,
tweet31265,1,2.4063513,wordplay,ethnicity/origin
tweet31266,0,0.0,,
tweet31267,0,0.0,,
tweet31268,0,0.0,reference,
tweet31269,0,0.0,,
tweet31270,0,0.0,,
tweet31271,0,0.0,,
tweet31272,0,0.0,,
tweet31273,1,1.8555429,,lgbt
tweet31274,1,1.7582291,,
tweet31275,0,0.0,,
tweet31276,0,0.0,,
tweet31277,0,0.0,,
tweet31278,1,2.2265859,wordplay,
tweet31279,0,0.0,,
tweet31280,1,2.409925,unmasking,professions
tweet31281,1,2.0269837,,
tweet31282,0,0.0,,
tweet31283,0,0.0,,
tweet31284,0,0.0,,
tweet31285,1,1.9688454,stereotype,
tweet31286,1,1.996009,,
tweet31287,0,0.0,,
tweet31288,1,2.3156369,reference,
tweet31289,1,2.2513235,,
tweet31290,0,0.0,,
tweet31291,0,0.0,,
tweet31292,1,2.0059652,exaggeration,
tweet31293,0,0.0,,
tweet31294,1,2.4089696,misunderstanding,
tweet31295,0,0.0,embarrassment,
tweet31296,0,0.0,wordplay,ethnicity/origin
tweet31297,1,2.1761684,,self-deprecating
tweet31298,0,0.0,,
tweet31299,0,0.0,,
tweet31300,0,0.0,,
tweet31301,0,0.0,,
tweet31302,0,0.0,,
tweet31303,0,0.0,,
tweet31304,1,2.3759537,,
tweet31305,1,2.3856614,embarrassment,age
tweet31306,0,0.0,,
tweet31307,0,0.0,absurd,ethnicity/origin
tweet31308,1,1.8024404,,
tweet31309,1,2.0063927,,professions
tweet31310,1,2.0167165,wordplay,
tweet31311,0,0.0,,
tweet31312,1,2.4099858,unmasking,family/relationships
tweet31313,1,2.343901,reference,family/relationships
tweet31314,0,0.0,,
tweet31315,0,0.0,,
tweet31316,1,2.1946492,parody,
tweet31317,1,2.2266,misunderstanding,professions
tweet31318,0,0.0,,
tweet31319,1,1.9288485,,
tweet31320,0,0.0,,
tweet31321,1,2.2416542,absurd,
tweet31322,1,1.8527981,,
tweet31323,0,0.0,,
tweet31324,1,2.4103196,,ethnicity/origin
tweet31325,0,0.0,irony,women
tweet31326,1,2.3971336,absurd,
tweet31327,1,1.967455,,
tweet31328,0,0.0,reference,
tweet31329,0,0.0,,
tweet31330,1,1.9652979,irony,professions
tweet31331,0,0.0,,
tweet31332,0,0.0,,
tweet31333,1,2.337562,unmasking,age
tweet31334,0,0.0,,
tweet31335,1,2.1352224,,
tweet31336,0,0.0,,
tweet31337,0,0.0,,
tweet31338,0,0.0,unmasking,self-deprecating
tweet31339,0,0.0,,
tweet31340,0,0.0,,
tweet31341,1,2.1348772,absurd,
tweet31342,1,1.9694159,,
tweet31343,1,2.247364,,age
tweet31344,1,2.1343834,wordplay,
tweet31345,1,2.0123274,,health
tweet31346,1,1.9693903,,
tweet31347,0,0.0,,
tweet31348,0,0.0,,
tweet31349,1,1.9678174,,
tweet31350,1,2.009303,exaggeration,health
tweet31351,0,0.0,,
tweet31352,0,0.0,wordplay,
tweet31353,1,2.5892782,,
tweet31354,0,0.0,,
tweet31355,0,0.0,,
tweet31356,0,0.0,,
tweet31357,0,0.0,,
tweet31358,0,0.0,,
tweet31359,1,2.2264605,wordplay,
tweet31360,1,1.9717048,exaggeration,
tweet31361,0,0.0,,
tweet31362,1,1.7593687,,professions
tweet31363,1,2.2266307,,
tweet31364,0,0.0,,
tweet31365,1,2.2266078,,
tweet31366,0,0.0,,
tweet31367,1,2.2335603,misunderstanding,
tweet31368,1,1.8679583,,
tweet31369,1,2.226591,wordplay,
tweet31370,1,1.9581813,analogy,women
tweet31371,1,2.4783828,absurd,
tweet31372,1,2.4099915,embarrassment,women
tweet31373,1,1.7582356,wordplay,
tweet31374,1,1.8518534,analogy,men
tweet31375,0,0.0,,
tweet31376,1,2.226648,,professions
tweet31377,0,0.0,,
tweet31378,1,1.7586497,,men
tweet31379,0,0.0,,
tweet31380,0,0.0,,
tweet31381,0,0.0,,
tweet31382,0,0.0,,
tweet31383,0,0.0,,
tweet31384,1,2.4107373,exaggeration,
tweet31385,0,0.0,,
tweet31386,0,0.0,exaggeration,technology
tweet31387,0,0.0,,
tweet31388,0,0.0,,
tweet31389,1,1.977855,stereotype,
tweet31390,1,2.3198884,irony,
tweet31391,0,0.0,,
tweet31392,1,2.2265677,stereotype,substance use
tweet31393,0,0.0,,
tweet31394,1,2.2266161,wordplay,professions
tweet31395,1,2.226607,misunderstanding,
tweet31396,1,1.968541,wordplay,
tweet31397,1,1.6084187,,professions
tweet31398,1,2.1348581,,women
tweet31399,1,2.0657086,irony,
tweet31400,1,1.9623518,misunderstanding,
tweet31401,0,0.0,,women
tweet31402,0,0.0,,
tweet31403,0,0.0,,age
tweet31404,1,2.2265944,embarrassment,women
tweet31405,0,0.0,,
tweet31406,1,2.3743207,misunderstanding,age
tweet31407,0,0.0,,
tweet31408,1,1.8770531,analogy,
tweet31409,0,0.0,,
tweet31410,0,0.0,,age
tweet31411,0,0.0,,
tweet31412,0,0.0,,
tweet31413,1,1.9676837,unmasking,
tweet31414,0,0.0,,
tweet31415,1,1.966637,,
tweet31416,1,2.1337016,unmasking,
tweet31417,1,2.2347019,stereotype,ethnicity/origin
tweet31418,0,0.0,,
tweet31419,1,1.970708,,
tweet31420,0,0.0,exaggeration,
tweet31421,1,1.9682621,misunderstanding,
tweet31422,1,2.1348717,exaggeration,lgbt
tweet31423,0,0.0,,
tweet31424,0,0.0,,
tweet31425,1,2.3088324,,
tweet31426,0,0.0,,
tweet31427,1,2.1430373,,
tweet31428,0,0.0,,
tweet31429,0,0.0,,
tweet31430,1,2.4099722,misunderstanding,men
tweet31431,1,2.1424005,unmasking,family/relationships
tweet31432,1,2.409656,exaggeration,
tweet31433,0,0.0,,
tweet31434,0,0.0,,
tweet31435,0,0.0,,
tweet31436,0,0.0,,
tweet31437,0,0.0,,
tweet31438,1,1.9682431,misunderstanding,professions
tweet31439,1,1.7582439,,
tweet31440,0,0.0,,
tweet31441,1,2.4951282,misunderstanding,men
tweet31442,0,0.0,,
tweet31443,1,2.135048,misunderstanding,
tweet31444,1,2.4294207,wordplay,
tweet31445,1,2.0038536,exaggeration,
tweet31446,1,1.8523406,,
tweet31447,1,2.0042512,,
tweet31448,0,0.0,,professions
tweet31449,0,0.0,,
tweet31450,1,2.114494,,age
tweet31451,0,0.0,,
tweet31452,0,0.0,,
tweet31453,1,2.4095511,exaggeration,
tweet31454,0,0.0,,
tweet31455,1,1.7582297,exaggeration,body shaming
tweet31456,0,0.0,,
tweet31457,0,0.0,,
tweet31458,0,0.0,,
tweet31459,1,1.8507291,embarrassment,
tweet31460,0,0.0,,
tweet31461,0,0.0,,
tweet31462,0,0.0,,
tweet31463,0,0.0,,
tweet31464,0,0.0,,
tweet31465,0,0.0,,
tweet31466,1,1.6084448,reference,
tweet31467,0,0.0,,body shaming
tweet31468,0,0.0,,
tweet31469,1,1.9986087,embarrassment,family/relationships
tweet31470,1,1.7582135,,
tweet31471,0,0.0,,
tweet31472,0,0.0,,
tweet31473,0,0.0,,
tweet31474,1,2.134851,,
tweet31475,0,0.0,,
tweet31476,1,2.5313036,wordplay,professions
tweet31477,1,1.9683505,reference,
tweet31478,1,2.4148924,misunderstanding,
tweet31479,0,0.0,irony,body shaming
tweet31480,1,2.3804142,exaggeration,
tweet31481,1,2.0023215,,
tweet31482,0,0.0,,
tweet31483,0,0.0,,
tweet31484,1,2.226738,absurd,body shaming
tweet31485,1,1.7595085,,body shaming
tweet31486,1,2.2111166,exaggeration,
tweet31487,0,0.0,,
tweet31488,1,2.4883423,,
tweet31489,1,1.9595821,insults,women
tweet31490,1,2.2024689,analogy,
tweet31491,0,0.0,,
tweet31492,1,2.2310917,,professions
tweet31493,0,0.0,,
tweet31494,0,0.0,,
tweet31495,0,0.0,,
tweet31496,0,0.0,,
tweet31497,0,0.0,,
tweet31498,0,0.0,,
tweet31499,0,0.0,,
tweet31500,0,0.0,exaggeration,
tweet31501,1,2.2362347,reference,
tweet31502,0,0.0,analogy,
tweet31503,0,0.0,,
tweet31504,1,1.8529909,misunderstanding,
tweet31505,1,2.1365364,,
tweet31506,0,0.0,,
tweet31507,1,2.0272543,exaggeration,body shaming
tweet31508,1,2.1176527,wordplay,
tweet31509,1,1.7582165,exaggeration,
tweet31510,0,0.0,,
tweet31511,0,0.0,,
tweet31512,1,1.7582337,,
tweet31513,0,0.0,,
tweet31514,0,0.0,,
tweet31515,1,2.2921352,wordplay,
tweet31516,1,2.1348703,,age
tweet31517,1,1.9698416,,
tweet31518,0,0.0,,
tweet31519,1,1.7583256,exaggeration,women
tweet31520,1,1.9761164,absurd,
tweet31521,0,0.0,absurd,
tweet31522,1,2.009489,,
tweet31523,0,0.0,,
tweet31524,0,0.0,,
tweet31525,1,1.9875069,stereotype,
tweet31526,1,1.9717072,reference,
tweet31527,0,0.0,exaggeration,
tweet31528,1,1.6084176,,
tweet31529,0,0.0,,
tweet31530,0,0.0,,professions
tweet31531,1,2.5370018,,
tweet31532,0,0.0,,
tweet31533,0,0.0,,
tweet31534,1,2.538173,misunderstanding,substance use
tweet31535,1,1.855163,wordplay,
tweet31536,0,0.0,,
tweet31537,1,2.409743,,
tweet31538,1,2.538191,,
tweet31539,1,1.8583344,,men
tweet31540,0,0.0,,
tweet31541,0,0.0,,
tweet31542,0,0.0,,
tweet31543,1,2.485545,absurd,
tweet31544,0,0.0,,
tweet31545,0,0.0,absurd,
tweet31546,1,2.4099784,wordplay,
tweet31547,0,0.0,,
tweet31548,1,2.5382097,unmasking,
tweet31549,0,0.0,,
tweet31550,0,0.0,,
tweet31551,0,0.0,,
tweet31552,1,2.2108355,exaggeration,
tweet31553,0,0.0,,
tweet31554,1,2.2266362,misunderstanding,
tweet31555,1,1.7641488,irony,
tweet31556,0,0.0,,
tweet31557,1,2.5381324,,professions
tweet31558,0,0.0,wordplay,
tweet31559,0,0.0,,
tweet31560,0,0.0,,
tweet31561,0,0.0,wordplay,
tweet31562,0,0.0,reference,
tweet31563,1,1.8116571,,
tweet31564,0,0.0,,
tweet31565,1,1.7623507,embarrassment,body shaming
tweet31566,1,2.0093567,exaggeration,
tweet31567,0,0.0,,self-deprecating
tweet31568,0,0.0,,
tweet31569,0,0.0,,
tweet31570,0,0.0,,
tweet31571,0,0.0,,
tweet31572,1,2.134844,,
tweet31573,0,0.0,,
tweet31574,0,0.0,,women
tweet31575,1,2.409973,absurd,professions
tweet31576,0,0.0,,
tweet31577,1,2.4156468,,
tweet31578,1,2.226587,wordplay,
tweet31579,0,0.0,,
tweet31580,1,1.6084155,reference,
tweet31581,1,2.226446,wordplay,professions
tweet31582,0,0.0,,
tweet31583,0,0.0,,
tweet31584,0,0.0,wordplay,
tweet31585,1,2.0091028,,
tweet31586,1,1.8726001,,
tweet31587,1,2.1347225,absurd,
tweet31588,1,2.2265751,wordplay,
tweet31589,0,0.0,,
tweet31590,1,2.538168,,
tweet31591,1,1.7582387,,
tweet31592,0,0.0,,
tweet31593,1,1.9517968,analogy,body shaming
tweet31594,0,0.0,,
tweet31595,1,2.058478,exaggeration,
tweet31596,0,0.0,,
tweet31597,0,0.0,reference,
tweet31598,0,0.0,,
tweet31599,1,1.7582217,exaggeration,
tweet31600,0,0.0,,
tweet31601,0,0.0,,
tweet31602,1,2.0096266,wordplay,professions
tweet31603,0,0.0,,
tweet31604,0,0.0,,
tweet31605,1,1.9921654,absurd,
tweet31606,0,0.0,,
tweet31607,0,0.0,,
tweet31608,0,0.0,,
tweet31609,0,0.0,absurd,lgbt
tweet31610,0,0.0,,
tweet31611,0,0.0,,
tweet31612,0,0.0,,
tweet31613,0,0.0,,lgbt
tweet31614,0,0.0,,
tweet31615,0,0.0,,
tweet31616,0,0.0,analogy,
tweet31617,0,0.0,,
tweet31618,1,1.9994339,,
tweet31619,0,0.0,,
tweet31620,0,0.0,,
tweet31621,1,2.5911639,wordplay,
tweet31622,1,2.0088785,,
tweet31623,0,0.0,,
tweet31624,1,2.409974,,
tweet31625,1,2.4775906,wordplay,professions
tweet31626,1,2.2271042,wordplay,
tweet31627,0,0.0,,
tweet31628,1,2.384649,insults,
tweet31629,0,0.0,,
tweet31630,1,2.0667865,misunderstanding,age
tweet31631,0,0.0,,
tweet31632,0,0.0,,
tweet31633,0,0.0,,
tweet31634,0,0.0,analogy,
tweet31635,0,0.0,parody,
tweet31636,1,1.9663743,misunderstanding,
tweet31637,0,0.0,,
tweet31638,0,0.0,,
tweet31639,0,0.0,wordplay,
tweet31640,1,1.7610214,,
tweet31641,0,0.0,,
tweet31642,0,0.0,,
tweet31643,1,1.9670755,,women
tweet31644,0,0.0,,
tweet31645,0,0.0,,
tweet31646,0,0.0,,
tweet31647,1,2.2619576,,
tweet31648,0,0.0,,
tweet31649,1,2.0144653,reference,
tweet31650,1,1.7582375,,men
tweet31651,0,0.0,,
tweet31652,0,0.0,,
tweet31653,1,1.9837555,embarrassment,age
tweet31654,0,0.0,irony,
tweet31655,0,0.0,,
tweet31656,1,2.1348724,unmasking,age
tweet31657,1,1.7582346,,family/relationships
tweet31658,0,0.0,wordplay,professions
tweet31659,0,0.0,,
tweet31660,0,0.0,,
tweet31661,1,2.030507,embarrassment,body shaming
tweet31662,0,0.0,absurd,
tweet31663,0,0.0,,
tweet31664,1,2.4098854,wordplay,
tweet31665,0,0.0,exaggeration,
tweet31666,0,0.0,,
tweet31667,1,2.538216,,
tweet31668,0,0.0,,
tweet31669,0,0.0,,
tweet31670,1,2.137334,stereotype,
tweet31671,1,2.2207334,wordplay,professions
tweet31672,0,0.0,,
tweet31673,1,1.8521467,unmasking,
tweet31674,1,2.133761,analogy,
tweet31675,1,2.409982,wordplay,
tweet31676,1,1.6087906,unmasking,
tweet31677,1,1.9667512,,women
tweet31678,0,0.0,,
